agros2d,6.834808708000009e-05,743.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,8.003534722999996e-05,819.0,14.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,8.021461242999984e-05,837.0,10.0,14.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,7.995424584999978e-05,870.0,10.0,10.0,14.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,8.930380451000006e-05,823.0,10.0,10.0,10.0,14.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,9.900894084000013e-05,787.0,10.0,10.0,10.0,10.0,14.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.00010563887945999996,833.0,10.0,10.0,10.0,10.0,10.0,14.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,9.930286094999999e-05,815.0,10.0,10.0,10.0,10.0,10.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,9.857502070000014e-05,804.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,9.455550522000002e-05,796.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,8.669312097999999e-05,820.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,7.91820966900001e-05,796.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,8.864294339000012e-05,793.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,9.529676898000004e-05,812.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,9.684701873999995e-05,766.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.00010211972743000004,791.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.75,10.0,10.0,10.0,10.0,10.0
